day,channel,spend
2024-10-15,direct,0.0
2024-10-15,referral,47.34
2024-10-16,search,1034.32
2024-10-16,social,692.17
2024-10-16,email,148.04
2024-10-16,affiliate,275.36
2024-10-16,display,411.83
2024-10-16,direct,0.0
2024-10-16,referral,48.84
2024-10-17,search,1301.65
2024-10-17,social,800.62
2024-10-17,email,126.84
2024-10-17,affiliate,269.83
2024-10-17,display,457.03
2024-10-17,direct,0.0
2024-10-17,referral,38.93
2024-10-18,search,1367.72
2024-10-18,social,858.18
2024-10-18,email,215.54
2024-10-18,affiliate,266.22
2024-10-18,display,402.38
2024-10-18,direct,0.0
2024-10-18,referral,58.06
2024-10-19,search,699.36
2024-10-19,social,762.42
2024-10-19,email,125.81
2024-10-19,affiliate,238.97
2024-10-19,display,451.59
2024-10-19,direct,0.0
2024-10-19,referral,38.59
2024-10-20,search,1058.17
2024-10-20,social,741.63
2024-10-20,email,165.04
2024-10-20,affiliate,233.96
2024-10-20,display,398.39
2024-10-20,direct,0.0
2024-10-20,referral,39.2
2024-10-21,search,1115.28
2024-10-21,social,988.0
2024-10-21,email,244.29
2024-10-21,affiliate,274.87
2024-10-21,display,436.98
2024-10-21,direct,0.0
2024-10-21,referral,54.08
2024-10-22,search,1225.16
2024-10-22,social,688.36
2024-10-22,email,156.29
2024-10-22,affiliate,334.31
2024-10-22,display,408.95
2024-10-22,direct,0.0
2024-10-22,referral,53.39
2024-10-23,search,1510.7
2024-10-23,social,903.54
2024-10-23,email,165.5
2024-10-23,affiliate,236.26
2024-10-23,display,485.31
2024-10-23,direct,0.0
2024-10-23,referral,50.59
2024-10-24,search,1016.55
2024-10-24,social,640.24
2024-10-24,email,188.58
2024-10-24,affiliate,346.54
2024-10-24,display,490.85
2024-10-24,direct,0.0
2024-10-24,referral,51.75
2024-10-25,search,1225.42
2024-10-25,social,944.01
2024-10-25,email,213.79
2024-10-25,affiliate,277.97
2024-10-25,display,372.79
2024-10-25,direct,0.0
2024-10-25,referral,52.56
2024-10-26,search,1003.52
2024-10-26,social,583.52
2024-10-26,email,167.51
2024-10-26,affiliate,245.91
2024-10-26,display,307.1
2024-10-26,direct,0.0
2024-10-26,referral,40.52
2024-10-27,search,1313.5
2024-10-27,social,757.01
2024-10-27,email,224.64
2024-10-27,affiliate,275.34
2024-10-27,display,360.36
2024-10-27,direct,0.0
2024-10-27,referral,47.84
2024-10-28,search,1479.33
2024-10-28,social,904.66
2024-10-28,email,197.62
2024-10-28,affiliate,255.04
2024-10-28,display,359.34
2024-10-28,direct,0.0
2024-10-28,referral,51.94
2024-10-29,search,1511.11
2024-10-29,social,895.68
2024-10-29,email,279.44
2024-10-29,affiliate,289.16
2024-10-29,display,438.54
2024-10-29,direct,0.0
2024-10-29,referral,62.15
2024-10-30,search,815.2
2024-10-30,social,843.59
2024-10-30,email,205.64
2024-10-30,affiliate,259.29
2024-10-30,display,415.23
2024-10-30,direct,0.0
2024-10-30,referral,40.84
2024-10-31,search,1246.33
2024-10-31,social,978.71
2024-10-31,email,210.94
2024-10-31,affiliate,288.62
2024-10-31,display,439.7
2024-10-31,direct,0.0
2024-10-31,referral,39.32
2024-11-01,search,949.46
2024-11-01,social,938.26
2024-11-01,email,215.81
2024-11-01,affiliate,275.26
2024-11-01,display,395.99
2024-11-01,direct,0.0
2024-11-01,referral,55.66
2024-11-02,search,1057.13
2024-11-02,social,473.13
2024-11-02,email,181.11
2024-11-02,affiliate,231.95
2024-11-02,display,280.91
2024-11-02,direct,0.0
2024-11-02,referral,27.65
2024-11-03,search,954.84
2024-11-03,social,826.47
2024-11-03,email,157.87
2024-11-03,affiliate,220.89
2024-11-03,display,349.06
2024-11-03,direct,0.0
2024-11-03,referral,40.99
2024-11-04,search,1228.34
2024-11-04,social,961.07
2024-11-04,email,186.15
2024-11-04,affiliate,281.11
2024-11-04,display,445.51
2024-11-04,direct,0.0
2024-11-04,referral,40.3
2024-11-05,search,1236.07
2024-11-05,social,725.89
2024-11-05,email,156.18
2024-11-05,affiliate,278.5
2024-11-05,display,413.23
2024-11-05,direct,0.0
2024-11-05,referral,46.64
2024-11-06,search,1066.02
2024-11-06,social,933.5
2024-11-06,email,145.37
2024-11-06,affiliate,300.45
2024-11-06,display,338.8
2024-11-06,direct,0.0
2024-11-06,referral,43.98
2024-11-07,search,1146.73
2024-11-07,social,782.39
2024-11-07,email,231.79
2024-11-07,affiliate,312.53
2024-11-07,display,527.5
2024-11-07,direct,0.0
2024-11-07,referral,44.33
2024-11-08,search,1097.46
2024-11-08,social,795.96
2024-11-08,email,156.69
2024-11-08,affiliate,257.49
2024-11-08,display,413.01
2024-11-08,direct,0.0
2024-11-08,referral,39.37
2024-11-09,search,1143.87
2024-11-09,social,672.65
2024-11-09,email,160.46
2024-11-09,affiliate,227.83
2024-11-09,display,365.57
2024-11-09,direct,0.0
2024-11-09,referral,53.9
2024-11-10,search,929.14
2024-11-10,social,570.95
2024-11-10,email,180.21
2024-11-10,affiliate,233.82
2024-11-10,display,361.52
2024-11-10,direct,0.0
2024-11-10,referral,30.93
2024-11-11,search,1254.62
2024-11-11,social,694.57
2024-11-11,email,232.2
2024-11-11,affiliate,326.56
2024-11-11,display,405.74
2024-11-11,direct,0.0
2024-11-11,referral,58.72
2024-11-12,search,968.88
2024-11-12,social,927.46
2024-11-12,email,194.84
2024-11-12,affiliate,298.43
2024-11-12,display,361.05
2024-11-12,direct,0.0
2024-11-12,referral,48.89
2024-11-13,search,1414.01
2024-11-13,social,801.33
2024-11-13,email,211.97
2024-11-13,affiliate,300.73
2024-11-13,display,334.82
2024-11-13,direct,0.0
2024-11-13,referral,43.01
2024-11-14,search,1317.22
2024-11-14,social,881.11
2024-11-14,email,193.66
2024-11-14,affiliate,373.65
2024-11-14,display,439.36
2024-11-14,direct,0.0
2024-11-14,referral,63.64
2024-11-15,search,1375.51
2024-11-15,social,683.81
2024-11-15,email,166.27
2024-11-15,affiliate,286.45
2024-11-15,display,423.36
2024-11-15,direct,0.0
2024-11-15,referral,61.08
2024-11-16,search,944.32
2024-11-16,social,688.72
2024-11-16,email,208.18
2024-11-16,affiliate,255.75
2024-11-16,display,416.07
2024-11-16,direct,0.0
2024-11-16,referral,38.28
2024-11-17,search,1138.58
2024-11-17,social,634.5
2024-11-17,email,165.98
2024-11-17,affiliate,239.62
2024-11-17,display,291.41
2024-11-17,direct,0.0
2024-11-17,referral,40.19
2024-11-18,search,1136.84
2024-11-18,social,685.18
2024-11-18,email,160.19
2024-11-18,affiliate,261.47
2024-11-18,display,362.98
2024-11-18,direct,0.0
2024-11-18,referral,52.06
2024-11-19,search,1162.48
2024-11-19,social,669.27
2024-11-19,email,221.37
2024-11-19,affiliate,264.99
2024-11-19,display,551.21
2024-11-19,direct,0.0
2024-11-19,referral,51.0
2024-11-20,search,1368.11
2024-11-20,social,735.19
2024-11-20,email,198.63
2024-11-20,affiliate,317.61
2024-11-20,display,416.2
2024-11-20,direct,0.0
2024-11-20,referral,57.61
2024-11-21,search,1318.29
2024-11-21,social,884.55
2024-11-21,email,197.6
2024-11-21,affiliate,247.53
2024-11-21,display,346.86
2024-11-21,direct,0.0
2024-11-21,referral,45.26
2024-11-22,search,1344.71
2024-11-22,social,736.28
2024-11-22,email,188.56
2024-11-22,affiliate,327.26
2024-11-22,display,375.37
2024-11-22,direct,0.0
2024-11-22,referral,54.31
2024-11-23,search,926.18
2024-11-23,social,744.26
2024-11-23,email,132.24
2024-11-23,affiliate,184.79
2024-11-23,display,399.79
2024-11-23,direct,0.0
2024-11-23,referral,37.72
2024-11-24,search,894.36
2024-11-24,social,720.96
2024-11-24,email,211.59
2024-11-24,affiliate,266.38
2024-11-24,display,331.34
2024-11-24,direct,0.0
2024-11-24,referral,35.12
2024-11-25,search,866.74
2024-11-25,social,910.29
2024-11-25,email,261.45
2024-11-25,affiliate,334.4
2024-11-25,display,497.53
2024-11-25,direct,0.0
2024-11-25,referral,51.48
2024-11-26,search,1447.8
2024-11-26,social,863.97
2024-11-26,email,182.72
2024-11-26,affiliate,220.43
2024-11-26,display,364.09
2024-11-26,direct,0.0
2024-11-26,referral,57.51
2024-11-27,search,936.38
2024-11-27,social,829.18
2024-11-27,email,206.52
2024-11-27,affiliate,302.96
2024-11-27,display,508.37
2024-11-27,direct,0.0
2024-11-27,referral,54.52
2024-11-28,search,1259.07
2024-11-28,social,774.98
2024-11-28,email,247.83
2024-11-28,affiliate,403.46
2024-11-28,display,363.34
2024-11-28,direct,0.0
2024-11-28,referral,56.87
2024-11-29,search,1494.05
2024-11-29,social,992.91
2024-11-29,email,209.96
2024-11-29,affiliate,290.06
2024-11-29,display,364.06
2024-11-29,direct,0.0
2024-11-29,referral,40.57
2024-11-30,search,1126.97
2024-11-30,social,759.82
2024-11-30,email,180.55
2024-11-30,affiliate,275.23
2024-11-30,display,312.58
2024-11-30,direct,0.0
2024-11-30,referral,48.08
2024-12-01,search,980.44
2024-12-01,social,493.3
2024-12-01,email,171.98
2024-12-01,affiliate,329.12
2024-12-01,display,329.95
2024-12-01,direct,0.0
2024-12-01,referral,44.13
2024-12-02,search,1338.23
2024-12-02,social,784.72
2024-12-02,email,168.9
2024-12-02,affiliate,296.83
2024-12-02,display,465.83
2024-12-02,direct,0.0
2024-12-02,referral,44.53
2024-12-03,search,1441.41
2024-12-03,social,585.04
2024-12-03,email,161.09
2024-12-03,affiliate,261.35
2024-12-03,display,400.26
2024-12-03,direct,0.0
2024-12-03,referral,54.76
2024-12-04,search,1394.99
2024-12-04,social,696.96
2024-12-04,email,207.72
2024-12-04,affiliate,344.87
2024-12-04,display,415.0
2024-12-04,direct,0.0
2024-12-04,referral,64.44
2024-12-05,search,1076.82
2024-12-05,social,873.61
2024-12-05,email,248.71
2024-12-05,affiliate,258.16
2024-12-05,display,364.39
2024-12-05,direct,0.0
2024-12-05,referral,38.76
2024-12-06,search,1312.7
2024-12-06,social,830.44
2024-12-06,email,264.56
2024-12-06,affiliate,195.39
2024-12-06,display,457.46
2024-12-06,direct,0.0
2024-12-06,referral,46.96
2024-12-07,search,1238.02
2024-12-07,social,622.92
2024-12-07,email,163.48
2024-12-07,affiliate,283.03
2024-12-07,display,396.97
2024-12-07,direct,0.0
2024-12-07,referral,31.33
2024-12-08,search,787.14
2024-12-08,social,764.75
2024-12-08,email,212.22
2024-12-08,affiliate,207.53
2024-12-08,display,251.28
2024-12-08,direct,0.0
2024-12-08,referral,48.38
2024-12-09,search,1028.32
2024-12-09,social,995.96
2024-12-09,email,221.71
2024-12-09,affiliate,253.55
2024-12-09,display,400.08
2024-12-09,direct,0.0
2024-12-09,referral,64.17
2024-12-10,search,1238.11
2024-12-10,social,818.68
2024-12-10,email,200.81
2024-12-10,affiliate,309.36
2024-12-10,display,436.2
2024-12-10,direct,0.0
2024-12-10,referral,50.87
2024-12-11,search,979.53
2024-12-11,social,830.79
2024-12-11,email,177.75
2024-12-11,affiliate,236.98
2024-12-11,display,463.69
2024-12-11,direct,0.0
2024-12-11,referral,55.7
2024-12-12,search,1070.47
2024-12-12,social,682.27
2024-12-12,email,291.99
2024-12-12,affiliate,306.16
2024-12-12,display,353.92
2024-12-12,direct,0.0
2024-12-12,referral,47.54
2024-12-13,search,1259.12
2024-12-13,social,844.01
2024-12-13,email,162.63
2024-12-13,affiliate,277.92
2024-12-13,display,358.84
2024-12-13,direct,0.0
2024-12-13,referral,41.02
2024-12-14,search,1097.78
2024-12-14,social,697.41
2024-12-14,email,221.61
2024-12-14,affiliate,272.55
2024-12-14,display,329.71
2024-12-14,direct,0.0
2024-12-14,referral,29.78
2024-12-15,search,1060.61
2024-12-15,social,728.13
2024-12-15,email,157.18
2024-12-15,affiliate,305.39
2024-12-15,display,356.08
2024-12-15,direct,0.0
2024-12-15,referral,45.74
2024-12-16,search,911.98
2024-12-16,social,772.35
2024-12-16,email,215.12
2024-12-16,affiliate,233.29
2024-12-16,display,434.37
2024-12-16,direct,0.0
2024-12-16,referral,57.65
2024-12-17,search,1321.94
2024-12-17,social,845.84
2024-12-17,email,142.11
2024-12-17,affiliate,295.73
2024-12-17,display,357.08
2024-12-17,direct,0.0
2024-12-17,referral,37.42
2024-12-18,search,959.28
2024-12-18,social,1071.88
2024-12-18,email,163.88
2024-12-18,affiliate,304.37
2024-12-18,display,358.4
2024-12-18,direct,0.0
2024-12-18,referral,55.2
2024-12-19,search,1269.71
2024-12-19,social,610.88
2024-12-19,email,213.37
2024-12-19,affiliate,330.48
2024-12-19,display,286.41
2024-12-19,direct,0.0
2024-12-19,referral,49.16
2024-12-20,search,1072.97
2024-12-20,social,782.28
2024-12-20,email,189.45
2024-12-20,affiliate,213.87
2024-12-20,display,509.08
2024-12-20,direct,0.0
2024-12-20,referral,42.47
2024-12-21,search,1191.12
2024-12-21,social,636.81
2024-12-21,email,137.64
2024-12-21,affiliate,231.47
2024-12-21,display,473.64
2024-12-21,direct,0.0
2024-12-21,referral,45.25
2024-12-22,search,1067.9
2024-12-22,social,865.05
2024-12-22,email,164.91
2024-12-22,affiliate,301.68
2024-12-22,display,378.09
2024-12-22,direct,0.0
2024-12-22,referral,51.69
2024-12-23,search,1439.31
2024-12-23,social,913.59
2024-12-23,email,199.53
2024-12-23,affiliate,343.73
2024-12-23,display,461.62
2024-12-23,direct,0.0
2024-12-23,referral,48.88
2024-12-24,search,1215.95
2024-12-24,social,658.19
2024-12-24,email,205.55
2024-12-24,affiliate,282.24
2024-12-24,display,344.79
2024-12-24,direct,0.0
2024-12-24,referral,53.83
2024-12-25,search,1024.52
2024-12-25,social,888.16
2024-12-25,email,234.33
2024-12-25,affiliate,201.31
2024-12-25,display,435.8
2024-12-25,direct,0.0
2024-12-25,referral,49.8
2024-12-26,search,1084.62
2024-12-26,social,903.08
2024-12-26,email,204.76
2024-12-26,affiliate,296.57
2024-12-26,display,351.95
2024-12-26,direct,0.0
2024-12-26,referral,55.89
2024-12-27,search,1271.8
2024-12-27,social,832.78
2024-12-27,email,188.07
2024-12-27,affiliate,280.76
2024-12-27,display,415.7
2024-12-27,direct,0.0
2024-12-27,referral,40.22
2024-12-28,search,1330.63
2024-12-28,social,667.69
2024-12-28,email,179.64
2024-12-28,affiliate,280.6
2024-12-28,display,360.14
2024-12-28,direct,0.0
2024-12-28,referral,40.3
2024-12-29,search,1087.58
2024-12-29,social,900.92
2024-12-29,email,183.75
2024-12-29,affiliate,225.78
2024-12-29,display,320.43
2024-12-29,direct,0.0
2024-12-29,referral,37.57
2024-12-30,search,1610.66
2024-12-30,social,945.39
2024-12-30,email,237.82
2024-12-30,affiliate,273.46
2024-12-30,display,451.43
2024-12-30,direct,0.0
2024-12-30,referral,55.36
2024-12-31,search,1148.61
2024-12-31,social,1021.7
2024-12-31,email,211.22
2024-12-31,affiliate,250.66
2024-12-31,display,480.45
2024-12-31,direct,0.0
2024-12-31,referral,53.34
2025-01-01,search,1402.48
2025-01-01,social,730.78
2025-01-01,email,206.62
2025-01-01,affiliate,323.94
2025-01-01,display,427.45
2025-01-01,direct,0.0
2025-01-01,referral,55.86
2025-01-02,search,1105.37
2025-01-02,social,909.49
2025-01-02,email,186.85
2025-01-02,affiliate,224.18
2025-01-02,display,386.55
2025-01-02,direct,0.0
2025-01-02,referral,39.33
2025-01-03,search,1608.86
2025-01-03,social,844.25
2025-01-03,email,173.32
2025-01-03,affiliate,330.94
2025-01-03,display,489.1
2025-01-03,direct,0.0
2025-01-03,referral,55.31
2025-01-04,search,905.85
2025-01-04,social,599.86
2025-01-04,email,202.48
2025-01-04,affiliate,226.69
2025-01-04,display,345.3
2025-01-04,direct,0.0
2025-01-04,referral,32.27
2025-01-05,search,1070.42
2025-01-05,social,674.91
2025-01-05,email,179.5
2025-01-05,affiliate,220.21
2025-01-05,display,272.21
2025-01-05,direct,0.0
2025-01-05,referral,46.06
2025-01-06,search,947.12
2025-01-06,social,886.65
2025-01-06,email,166.91
2025-01-06,affiliate,281.82
2025-01-06,display,521.64
2025-01-06,direct,0.0
2025-01-06,referral,57.89
2025-01-07,search,1326.78
2025-01-07,social,780.02
2025-01-07,email,241.74
2025-01-07,affiliate,194.42
2025-01-07,display,320.37
2025-01-07,direct,0.0
2025-01-07,referral,40.79
2025-01-08,search,1196.95
2025-01-08,social,587.5
2025-01-08,email,224.68
2025-01-08,affiliate,280.26
2025-01-08,display,354.11
2025-01-08,direct,0.0
2025-01-08,referral,50.99
2025-01-09,search,1231.56
2025-01-09,social,610.08
2025-01-09,email,187.72
2025-01-09,affiliate,267.39
2025-01-09,display,335.58
2025-01-09,direct,0.0
2025-01-09,referral,37.51
2025-01-10,search,1346.35
2025-01-10,social,697.03
2025-01-10,email,207.65
2025-01-10,affiliate,299.86
2025-01-10,display,379.13
2025-01-10,direct,0.0
2025-01-10,referral,45.28
2025-01-11,search,1194.15
2025-01-11,social,645.27
2025-01-11,email,152.97
2025-01-11,affiliate,287.87
2025-01-11,display,380.0
2025-01-11,direct,0.0
2025-01-11,referral,35.91
2025-01-12,search,1109.59
2025-01-12,social,741.18
2025-01-12,email,183.27
2025-01-12,affiliate,290.32
2025-01-12,display,358.45
2025-01-12,direct,0.0
2025-01-12,referral,42.7
2025-01-13,search,1050.01
2025-01-13,social,772.71
2025-01-13,email,191.05
2025-01-13,affiliate,351.55
2025-01-13,display,396.65
2025-01-13,direct,0.0
2025-01-13,referral,56.25
2025-01-14,search,1106.8
2025-01-14,social,735.06
2025-01-14,email,205.38
2025-01-14,affiliate,283.62
2025-01-14,display,389.41
2025-01-14,direct,0.0
2025-01-14,referral,43.23
2025-01-15,search,1260.87
2025-01-15,social,557.5
2025-01-15,email,239.6
2025-01-15,affiliate,264.42
2025-01-15,display,395.0
2025-01-15,direct,0.0
2025-01-15,referral,55.92
2025-01-16,search,1069.8
2025-01-16,social,660.31
2025-01-16,email,179.42
2025-01-16,affiliate,272.0
2025-01-16,display,371.41
2025-01-16,direct,0.0
2025-01-16,referral,49.76
2025-01-17,search,1117.21
2025-01-17,social,904.57
2025-01-17,email,167.95
2025-01-17,affiliate,327.07
2025-01-17,display,378.69
2025-01-17,direct,0.0
2025-01-17,referral,58.71
2025-01-18,search,911.73
2025-01-18,social,831.65
2025-01-18,email,125.66
2025-01-18,affiliate,278.25
2025-01-18,display,384.35
2025-01-18,direct,0.0
2025-01-18,referral,46.46
2025-01-19,search,1165.99
2025-01-19,social,564.4
2025-01-19,email,162.89
2025-01-19,affiliate,285.41
2025-01-19,display,255.95
2025-01-19,direct,0.0
2025-01-19,referral,45.16
2025-01-20,search,1209.6
2025-01-20,social,820.77
2025-01-20,email,210.2
2025-01-20,affiliate,304.73
2025-01-20,display,537.56
2025-01-20,direct,0.0
2025-01-20,referral,42.19
2025-01-21,search,1023.52
2025-01-21,social,812.97
2025-01-21,email,223.95
2025-01-21,affiliate,323.77
2025-01-21,display,429.62
2025-01-21,direct,0.0
2025-01-21,referral,38.21
2025-01-22,search,1360.68
2025-01-22,social,903.18
2025-01-22,email,222.11
2025-01-22,affiliate,353.81
2025-01-22,display,387.27
2025-01-22,direct,0.0
2025-01-22,referral,53.02
2025-01-23,search,1235.76
2025-01-23,social,782.58
2025-01-23,email,184.92
2025-01-23,affiliate,277.86
2025-01-23,display,329.51
2025-01-23,direct,0.0
2025-01-23,referral,64.6
2025-01-24,search,1232.07
2025-01-24,social,634.57
2025-01-24,email,203.74
2025-01-24,affiliate,331.37
2025-01-24,display,377.59
2025-01-24,direct,0.0
2025-01-24,referral,47.8
2025-01-25,search,1126.85
2025-01-25,social,773.75
2025-01-25,email,143.17
2025-01-25,affiliate,232.25
2025-01-25,display,376.79
2025-01-25,direct,0.0
2025-01-25,referral,35.5
2025-01-26,search,1372.32
2025-01-26,social,667.82
2025-01-26,email,183.76
2025-01-26,affiliate,279.91
2025-01-26,display,356.71
2025-01-26,direct,0.0
2025-01-26,referral,41.54
2025-01-27,search,1595.36
2025-01-27,social,733.43
2025-01-27,email,181.28
2025-01-27,affiliate,362.66
2025-01-27,display,367.05
2025-01-27,direct,0.0
2025-01-27,referral,57.8
2025-01-28,search,1353.73
2025-01-28,social,1124.83
2025-01-28,email,192.8
2025-01-28,affiliate,276.25
2025-01-28,display,392.24
2025-01-28,direct,0.0
2025-01-28,referral,58.7
2025-01-29,search,1426.48
2025-01-29,social,838.33
2025-01-29,email,189.85
2025-01-29,affiliate,215.92
2025-01-29,display,459.53
2025-01-29,direct,0.0
2025-01-29,referral,42.03
2025-01-30,search,1542.47
2025-01-30,social,861.94
2025-01-30,email,254.14
2025-01-30,affiliate,320.35
2025-01-30,display,355.74
2025-01-30,direct,0.0
2025-01-30,referral,58.69
2025-01-31,search,1370.21
2025-01-31,social,832.27
2025-01-31,email,193.61
2025-01-31,affiliate,295.4
2025-01-31,display,391.9
2025-01-31,direct,0.0
2025-01-31,referral,60.0
2025-02-01,search,965.42
2025-02-01,social,501.07
2025-02-01,email,160.83
2025-02-01,affiliate,267.5
2025-02-01,display,339.71
2025-02-01,direct,0.0
2025-02-01,referral,50.91
2025-02-02,search,861.56
2025-02-02,social,690.4
2025-02-02,email,177.68
2025-02-02,affiliate,282.16
2025-02-02,display,335.28
2025-02-02,direct,0.0
2025-02-02,referral,46.66
2025-02-03,search,1203.71
2025-02-03,social,823.7
2025-02-03,email,203.98
2025-02-03,affiliate,346.31
2025-02-03,display,448.86
2025-02-03,direct,0.0
2025-02-03,referral,40.64
2025-02-04,search,988.57
2025-02-04,social,793.0
2025-02-04,email,203.32
2025-02-04,affiliate,247.1
2025-02-04,display,447.74
2025-02-04,direct,0.0
2025-02-04,referral,43.78
2025-02-05,search,1218.63
2025-02-05,social,761.67
2025-02-05,email,170.63
2025-02-05,affiliate,339.46
2025-02-05,display,349.67
2025-02-05,direct,0.0
2025-02-05,referral,44.48
2025-02-06,search,1126.8
2025-02-06,social,835.17
2025-02-06,email,190.38
2025-02-06,affiliate,242.21
2025-02-06,display,441.93
2025-02-06,direct,0.0
2025-02-06,referral,49.99
2025-02-07,search,1217.23
2025-02-07,social,777.42
2025-02-07,email,239.46
2025-02-07,affiliate,271.93
2025-02-07,display,415.95
2025-02-07,direct,0.0
2025-02-07,referral,61.36
2025-02-08,search,905.06
2025-02-08,social,661.05
2025-02-08,email,199.1
2025-02-08,affiliate,262.91
2025-02-08,display,299.78
2025-02-08,direct,0.0
2025-02-08,referral,39.99
2025-02-09,search,1221.26
2025-02-09,social,703.3
2025-02-09,email,189.8
2025-02-09,affiliate,209.26
2025-02-09,display,347.18
2025-02-09,direct,0.0
2025-02-09,referral,47.03
2025-02-10,search,1123.51
2025-02-10,social,741.85
2025-02-10,email,230.02
2025-02-10,affiliate,230.23
2025-02-10,display,441.91
2025-02-10,direct,0.0
2025-02-10,referral,43.63
2025-02-11,search,1429.8
2025-02-11,social,755.94
2025-02-11,email,194.42
2025-02-11,affiliate,284.85
2025-02-11,display,405.44
2025-02-11,direct,0.0
2025-02-11,referral,51.58
2025-02-12,search,1203.63
2025-02-12,social,764.98
2025-02-12,email,153.57
2025-02-12,affiliate,224.16
2025-02-12,display,342.02
2025-02-12,direct,0.0
2025-02-12,referral,64.15
2025-02-13,search,1281.64
2025-02-13,social,755.95
2025-02-13,email,193.78
2025-02-13,affiliate,268.04
2025-02-13,display,396.17
2025-02-13,direct,0.0
2025-02-13,referral,53.14
2025-02-14,search,830.11
2025-02-14,social,653.81
2025-02-14,email,156.0
2025-02-14,affiliate,306.94
2025-02-14,display,410.21
2025-02-14,direct,0.0
2025-02-14,referral,59.06
2025-02-15,search,1194.13
2025-02-15,social,700.85
2025-02-15,email,102.31
2025-02-15,affiliate,283.03
2025-02-15,display,298.21
2025-02-15,direct,0.0
2025-02-15,referral,51.06
2025-02-16,search,1056.23
2025-02-16,social,590.5
2025-02-16,email,190.36
2025-02-16,affiliate,333.52
2025-02-16,display,398.53
2025-02-16,direct,0.0
2025-02-16,referral,42.01
2025-02-17,search,1406.87
2025-02-17,social,808.05
2025-02-17,email,228.79
2025-02-17,affiliate,249.03
2025-02-17,display,399.07
2025-02-17,direct,0.0
2025-02-17,referral,43.34
2025-02-18,search,1370.25
2025-02-18,social,855.84
2025-02-18,email,169.22
2025-02-18,affiliate,265.19
2025-02-18,display,308.41
2025-02-18,direct,0.0
2025-02-18,referral,41.73
2025-02-19,search,879.49
2025-02-19,social,640.48
2025-02-19,email,211.88
2025-02-19,affiliate,238.54
2025-02-19,display,493.56
2025-02-19,direct,0.0
2025-02-19,referral,45.78
2025-02-20,search,1443.93
2025-02-20,social,796.44
2025-02-20,email,224.63
2025-02-20,affiliate,323.86
2025-02-20,display,473.1
2025-02-20,direct,0.0
2025-02-20,referral,47.03
2025-02-21,search,1266.14
2025-02-21,social,849.54
2025-02-21,email,199.39
2025-02-21,affiliate,296.02
2025-02-21,display,467.64
2025-02-21,direct,0.0
2025-02-21,referral,49.73
2025-02-22,search,1060.09
2025-02-22,social,700.68
2025-02-22,email,165.63
2025-02-22,affiliate,193.33
2025-02-22,display,270.5
2025-02-22,direct,0.0
2025-02-22,referral,45.3
2025-02-23,search,1042.59
2025-02-23,social,717.79
2025-02-23,email,131.21
2025-02-23,affiliate,248.73
2025-02-23,display,341.08
2025-02-23,direct,0.0
2025-02-23,referral,41.19
2025-02-24,search,1251.61
2025-02-24,social,698.37
2025-02-24,email,227.06
2025-02-24,affiliate,325.12
2025-02-24,display,525.05
2025-02-24,direct,0.0
2025-02-24,referral,52.74
2025-02-25,search,1418.44
2025-02-25,social,767.24
2025-02-25,email,180.56
2025-02-25,affiliate,355.64
2025-02-25,display,395.4
2025-02-25,direct,0.0
2025-02-25,referral,46.77
2025-02-26,search,1536.7
2025-02-26,social,774.13
2025-02-26,email,182.81
2025-02-26,affiliate,282.47
2025-02-26,display,361.57
2025-02-26,direct,0.0
2025-02-26,referral,48.44
2025-02-27,search,1000.08
2025-02-27,social,950.52
2025-02-27,email,248.4
2025-02-27,affiliate,244.17
2025-02-27,display,334.17
2025-02-27,direct,0.0
2025-02-27,referral,35.69
2025-02-28,search,1598.0
2025-02-28,social,929.52
2025-02-28,email,218.83
2025-02-28,affiliate,254.39
2025-02-28,display,335.24
2025-02-28,direct,0.0
2025-02-28,referral,50.53
2025-03-01,search,1095.41
2025-03-01,social,684.92
2025-03-01,email,171.35
2025-03-01,affiliate,303.92
2025-03-01,display,335.53
2025-03-01,direct,0.0
2025-03-01,referral,44.73
2025-03-02,search,1226.95
2025-03-02,social,641.54
2025-03-02,email,184.55
2025-03-02,affiliate,241.71
2025-03-02,display,333.96
2025-03-02,direct,0.0
2025-03-02,referral,44.95
2025-03-03,search,1229.16
2025-03-03,social,900.26
2025-03-03,email,226.44
2025-03-03,affiliate,339.75
2025-03-03,display,379.76
2025-03-03,direct,0.0
2025-03-03,referral,53.29
2025-03-04,search,1266.18
2025-03-04,social,715.06
2025-03-04,email,169.76
2025-03-04,affiliate,309.97
2025-03-04,display,371.06
2025-03-04,direct,0.0
2025-03-04,referral,45.69
2025-03-05,search,1227.33
2025-03-05,social,944.27
2025-03-05,email,254.86
2025-03-05,affiliate,272.23
2025-03-05,display,336.02
2025-03-05,direct,0.0
2025-03-05,referral,43.4
2025-03-06,search,1213.16
2025-03-06,social,871.52
2025-03-06,email,251.48
2025-03-06,affiliate,405.52
2025-03-06,display,363.4
2025-03-06,direct,0.0
2025-03-06,referral,47.65
2025-03-07,search,1224.04
2025-03-07,social,794.58
2025-03-07,email,169.22
2025-03-07,affiliate,365.54
2025-03-07,display,325.42
2025-03-07,direct,0.0
2025-03-07,referral,50.96
2025-03-08,search,1086.69
2025-03-08,social,502.68
2025-03-08,email,151.72
2025-03-08,affiliate,273.51
2025-03-08,display,369.08
2025-03-08,direct,0.0
2025-03-08,referral,44.87
2025-03-09,search,1245.58
